UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
876,Tikaram A,2013,Asian nasal polyps: a separate entity?,Tikaram Adhikari,University of Malaya,Malaysia,,,ENT,not stated,2,1,0,0,1,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,etiologic,Cross-sectional,2008,2012,1,"ummc,selangor",Hospital,(R) Respiratory,NA,,Objective- operator dependence,No intervention
877,Tilaka C,2017,Elimination of measles in Malaysia by 2018: How close are we?,Tilaka C,Ministry of Health,Malaysia,,,Public health,master (mmed),1,1,0,0,1,Medical Journal of Malaysia,local - malaysia,General- multidiscplinary,1,medical/clinical audit project,Public health,Secondary (database),quantitative,prevalence,Secondary data retrieval,,,7,,Community,(A) General and unspecified,NA,,,No intervention
878,Ting CY,2018,Effectiveness and sustainability of a structured group-based educational program (MEDIHEALTH) in improving medication adherence among Malay patients with underlying type 2 diabetes mellitus in Sarawak State of Malaysia: study protocol of a randomized controlled trial,Shahren AZA,Unimas,Malaysia,,,Other biomedicals,phd (non-clinician),13,9,1,1,3,Trials,international - out of asia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2016,2017,2,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,Health services
879,Ting CY,2017,Compliance of Community Pharmacists and Private General Medical Practitioners With Malaysian Laws on Poisons and Sale of Drugs,Ting CY,Sarawak State Health Department,Malaysia,,,Pharmacy,"master (non-mmed) eg. mrcp, etc.",5,6,0,0,2,Therapeutic Innovation & Regulatory Science,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,Secondary (database),quantitative,prevalence,Cohort,2012,2014,1,,Community,(A) General and unspecified,NA,Subjective- other's report,,No intervention
880,Toh LS,2019,"Survey on the healthcare practitioners’ knowledge, practice and illness perception in managing patients with gout in Kelantan State,Malaysia",unknown,,,,,,,3,1,0,0,1,International Journal of Rheumatic Diseases,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Mar-18,Jul-18,1 gout workshop,,University/college/teaching centre,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
881,Toh LS,2018,Exploring the current and future role of the pharmacists in osteoporosis screening and management in Malaysia,Toh LS,University of Tasmania,Australia,University of Nottingham,,Pharmacy,phd (non-clinician),8,4,1,2,2,International journal of clinical pharmacy,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,2012,2013,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
882,Toh LS,2015,Perceived barriers to conducting a pharmacist-led osteoporosis screening program in a primary care clinic in Malaysia: A qualitative study,Toh LS,University of Tasmania,Australia,University of Nottingham,,Pharmacy,phd (non-clinician),5,2,1,1,2,Osteoporosis International,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Health services,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,,,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
883,Toh LS,2016,An analysis of inter-professional collaboration in osteoporosis screening at a primary care level using the D'Amour model,Anderson C,University of Nottingham,UK,,,Pharmacy,phd (non-clinician),6,3,2,2,2,Research In Social & Administrative Pharmacy: RSAP,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,,,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
884,Toh LS,2016,The development of a pharmacist-led osteoporosis screening intervention using the behavioural change wheel,Anderson C,University of Nottingham,UK,,,Pharmacy,phd (non-clinician),8,4,2,2,2,International Journal of Pharmacy Practice,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,,,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
885,Toh LS,2013,Is there a role for the pharmacist in an osteoporosis screening and prevention program? A qualitative study on Malaysian pharmacists' views,Toh LS,University of Nottingham,Malaysia,,,Pharmacy,phd (non-clinician),5,3,1,1,1,International Journal of Pharmacy Practice,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,,,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,,No intervention
886,Toh LS,2014,The development and validation of the Satisfaction Questionnaire for Osteoporosis Prevention in Malaysia,Pauline SML,University of Malaya,Malaysia,,,Pharmacy,phd (non-clinician),7,4,1,1,5,Patient preference and adherence,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2013,2013,1,,Clinic,(L) Musculoskeletal,NA,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,Psychological or behavioral
887,Toh TH,2017,Accuracy of Modified Checklist for Autism in Toddlers (M-CHAT) in Detecting Autism and Other Developmental Disorders in Community Clinics,Toh TH,"Hospital Sibu, SEGi University",Malaysia,SEGi University,,Paediatric,phd (clinician),4,5,0,0,6,Journal of autism and developmental disorders,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,Secondary (database),quantitative,prevalence,Cohort,2006,2011,24,,Clinic,(A) General and unspecified,NA,Subjective- other's report,,No intervention
888,Tohid H,2017,Do patients with type 2 diabetes mellitus know about specific dietary recommendations?,Tohid H,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),6,2,0,0,3,International Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,1,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
889,Tong SF,2006,Clinical features of acute febrile thrombocytopaenia among patients attending primary care clinics,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),4,1,0,0,1,Malaysian family physician : the official journal of the Academy of Family Physicians of Malaysia,local - malaysia,General- multidiscplinary,,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic test,Cross-sectional,2003,2003,2,,Clinic,(A) General and unspecified,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
890,Tong SF,2006,Prevalence of non-dengue thrombocytopaenia among adult patients presenting with acute febrile illness in primary outpatient clinics,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),3,1,0,0,1,Medicine & Health,local - malaysia,General- multidiscplinary,,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic test,Cross-sectional,2003,2003,2,,Clinic,(A) General and unspecified,NA,,Objective- non-operator-dependence eg. lab analyser,Health services
891,Tong SF,2007,Predictive value of thrombocytopaenia in the diagnosis of dengue infection in outpatient settings,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),3,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic test,Cohort,2003,2003,2,,Clinic,"(B) Blood, blood forming organs, lymphatics, spleen",NA,,Objective- non-operator-dependence eg. lab analyser,Health services
892,Tong SF,2007,A patient who refused medical advice: the doctor and the patient should look for a common ground,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),2,2,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,case report/series,Public health,"Primary (include case reports, case series)",Others,,,,,1,,Clinic,(A) General and unspecified,NA,Subjective- other's report,,No intervention
893,Tong SF,2012,Process of care and prescribing practices for hypertension in public and private primary care clinics in Malaysia,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),8,7,0,0,2,Asia-Pacific journal of public health / Asia-Pacific Academic Consortium for Public Health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,Secondary (database),quantitative,prevalence,Secondary data retrieval,2008,2008,214,,Clinic,(A) General and unspecified,(K) Circulatory,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
894,Tong SF,2017,The roles of men in family planning – a study of married men at the UKM primary care clinic,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),2,1,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2014,2014,1,,Clinic,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
895,Tong SF,2013,Determinants of doctors' decisions to inquire about sexual dysfunction in Malaysian primary care settings,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),5,5,1,1,2,Translational Andrology And Urology,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,220,,Clinic,(Y) Male genital system,NA,Subjective- self-report,,No intervention
896,Tong SF,2011,Malaysian primary care doctors' views on men's health: an unresolved jigsaw puzzle,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),5,5,1,1,2,BMC Family Practice,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,,,22,,Clinic,(Y) Male genital system,NA,Subjective- self-report,,No intervention
897,Tong SF,2011,Physician's intention to initiate health check-up discussions with men: a qualitative study,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),5,5,1,1,2,Family Practice,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,,,,,,Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
898,Tong SF,2018,Decision making process and factors contributing to research participation among general practitioners: A grounded theory study,Tong SF,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),10,7,0,0,1,PloS one,international - out of asia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",qualitative,psychometric study,,,,,,Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
899,Tong WT,2017,Factors influencing implementation of a patient decision aid in a developing country: an exploratory study,Lee YK,UM,Malaysia,,,Other biomedicals,phd (non-clinician),4,2,0,0,2,Implementation Science: IS,international - out of asia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",qualitative,psychometric study,,,,1,,Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
900,Tong WT,2012,Exploring pregnancy termination experiences and needs among Malaysian women: a qualitative study,Tong WT,UM,Malaysia,,,Public health,master (mmed),5,3,0,0,1,BMC Public Health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,,2011,2011,1,,Clinic,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
901,Tong WT,2012,Why do some people with type 2 diabetes who are using insulin have poor glycaemic control? A qualitative study,Tong WT,UM,Malaysia,,,Public health,master (mmed),3,1,0,0,2,BMJ Open,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,,2013,2013,2,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
903,TS Tiong,2008,Should clinical normality be examined in medical course?,TS Tiong,"Faculty of Medicine
& Health Sciences,
Universiti Malaysia
Sarawak,
Lot 77 Sect 22,
Jalan Tun Ahmad
Zaidi Adruce,
Kuching 93150,",malaysia,,,Surgery,md (postgraduate),1,1,0,0,1,Singapore Medical Journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2002,2016,1,,University,(A) General and unspecified,NA,Subjective- self-report,,No intervention
904,TS Tiong,2006,Prevalence and correlates of snoring medical students in a Malaysian university.,TS Tiong,"Faculty of Medicine
& Health Sciences,
Universiti Malaysia
Sarawak,
Lot 77 Sect 22,
Jalan Tun Ahmad
Zaidi Adruce,
Kuching 93150,",malaysia,,,Surgery,md (postgraduate),2,1,0,0,1,Neurology Asia,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2004,2005,1,,University,(A) General and unspecified,NA,Subjective- self-report,Objective- operator dependence,No intervention
905,TSS Jamaluddin,2018,"Knowledge, awareness and attitude of first aid among health sciences university students.",TSS Jamaluddin,"Department of Medical-Surgical Nursing, Kulliyyah of Nursing, International Islamic University Malaysia, Kuantan Campus, Pahang, Malaysia",malaysia,,,,not stated,4,2,0,0,2,International Journal of Care Scholars,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,,,1,,University,(A) General and unspecified,NA,Subjective- self-report,,No intervention
906,Tun Firzara AM,2016,Knowledge and practice of prostate cancer screening among general practitioners in Malaysia: a cross-sectional study,Tun Firzara AM,UM,Malaysia,,,Family medicine,master (mmed),2,1,0,0,1,BMJ Open,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,2013,2014,,,Clinic,(P) Psychological,(Y) Male genital system,Subjective- self-report,,No intervention
907,Tuti Ningseh MD2013,2013,Periodontal status and provision of periodontal services in Malaysia: trends and way forward,Tuti Ningseh MD,Universiti Kebangsaan Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),7,2,0,0,2,Malaysian Journal of Public Health Medicine,local - malaysia,General- multidiscplinary,1,research - original and reviews,Health services,Secondary (database),quantitative,prevalence,Secondary data retrieval,,,1,,Community,(A) General and unspecified,NA,Subjective- other's report,,No intervention
908,Usha Devi B,2011,An audit of bronchial asthma control at a primary public health care facility,Usha Devi B,Greentown Health Clinic,Malaysia,,,Other biomedicals,bachelor,4,2,0,0,2,Malaysian Journal of Public Health Medicine,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2008,2008,1,,Clinic,(R) Respiratory,NA,Subjective- self-report,,No intervention
909,Vadivelu S,2019,"Molecular testing for advanced non-small cell lung cancer in Malaysia: Consensus statement from the College of Pathologists, Academy of Medicine Malaysia, the Malaysian Thoracic Society, and the Malaysian Oncological Society",Pathmanathan Rajadurai,"Jalan SS 12/1A, Subang Jaya Medical Centre, 47500 Subang Jaya, Selangor, Malaysia",Malaysia,"Monash University Malaysia, 47500 Subang Jaya, Selangor",Malaysia,,not stated,11,9,0,0,3,Lung Cancer,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,Secondary (review),others,diagnostic,Secondary data retrieval,not stated,not stated,3 meetings,,,(R) Respiratory,NA,Subjective- other's report,,No intervention
910,Vadivelu S,2018,Clinical validity and reliability of the Malay language translations of Gastroesophageal Reflux Disease Questionnaire and Quality of Life in Reflux and Dyspepsia Questionnaire in a Primary Care Setting,Lee YY,Universiti Sains Malaysia,Malaysia,,,Internal Medicine,phd (clinician),8,2,1,1,2,"Digestive diseases (Basel, Switzerland)",international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,,,1,,Clinic,(D) Digestive,NA,Subjective- self-report,Objective- operator dependence,"Device, Tool or App"
911,Varma SL,1995,Psychiatric symptomatology in a primary health setting in Malaysia,Varma SL,Universiti Sains Malaysia,Malaysia,,,Psychiatry,phd (clinician),2,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,1991,1993,2,,Clinic,(P) Psychological,NA,Subjective- self-report,,No intervention
912,Vasanthakumari N,2009,Highly dynamic transient colonization by Staphylococcus aureus in healthy Malaysian students,Vasanthakumari N,Universiti Putra Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),8,2,3,1,2,Journal of medical microbiology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,,,1,,University/college/teaching centre,(A) General and unspecified,NA,,Objective- non-operator-dependence eg. lab analyser,"Device, Tool or App"
913,Vasanthamala A,1989,"Knowledge, attitude and practice factors in childhood acute respiratory infections in a peninsular Malaysia health district",Vasanthamala A,Ministry of Health,Malaysia,,,Public health,master (mmed),2,2,0,0,1,Asia-Pacific Journal Of Public Health,regional - within asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,,,1,,Clinic,(R) Respiratory,NA,Subjective- self-report,,No intervention
914,Veerapan K,2006,Musculoskeletal pain in Malaysia: a COPCORD survey,Veerapan K,The University of British Columbia,Canada,,,Other biomedicals,"master (non-mmed) eg. mrcp, etc.",3,4,3,2,2,The Journal of rheumatology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,1988,1988,1,,Community,(L) Musculoskeletal,NA,Subjective- self-report,Objective- operator dependence,No intervention
915,Veetil SK,2016,Colorectal cancer in Malaysia: Its burden and implications for a multiethnic country,Lim KG,International Medical University,Malaysia,,,Surgery,"master (non-mmed) eg. mrcp, etc.",5,8,1,3,4,Asian Journal Of Surgery,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,Secondary (review),quantitative,prevalence,Secondary data retrieval,,,1,,Community,(D) Digestive,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
916,Velanyudhan M,2016,Assessing clinical reasoning skills of final year medical students using the script concordance test,Velanyudhan M,International Medical University,Malaysia,,,Internal Medicine,md (postgraduate),2,1,0,0,1,"International e-Journal of Science, Medicine & Education",local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",qualitative,prevalence,Cohort,not stated,not stated,1,,University/college/teaching centre,(A) General and unspecified,NA,Subjective- self-report,,No intervention
917,Vicknasingam B,2015,Buprenorphine/naloxone treatment practices in Malaysia: Results of national surveys of physicians and patients,Chawarski MC,Yale School of Medicine,USA,,,Psychiatry,phd (clinician),5,2,2,1,2,Drug & Alcohol Dependence,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",mixed,prevalence,Cross-sectional,2013,2013,11,,Clinic,(A) General and unspecified,(P) Psychological,Subjective- self-report,,No intervention
918,Vicknasingam B,2010,Injection of buprenorphine and buprenorphine/naloxone tablets in Malaysia,Vicknasingam B,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,"master (non-mmed) eg. mrcp, etc.",4,3,2,1,2,Drug & Alcohol Dependence,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",mixed,prevalence,Cross-sectional,2006,2007,3,,Community,(P) Psychological,(Z) Social problems,Subjective- self-report,,No intervention
919,Vida S,2016,Are Malaysian Diabetic Patients Ready to Use The New Generation of Health Care Service Delivery? A Telehealth Interest Assessment,Vida S,Universiti Kebangsaan Malaysia,Malaysia,,,Public health,phd (non-clinician),5,1,0,0,1,Malaysian Journal of Medical Sciences,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,1,,Clinic,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,,No intervention
920,Viegas CM,2006,Establishment of primary care centre for University Malaysia Sabah,Viegas CM,UMS,Malaysia,,,Public health,master (mmed),1,1,0,0,1,Asia-Pacific Journal Of Public Health,international - out of asia,General- multidiscplinary,1,commentary,Public health,"Primary (include case reports, case series)",Others,,,,,1,,Clinic,(A) General and unspecified,NA,,,No intervention
921,Vijay A,2015,"Treatment readiness, attitudes toward, and experiences with methadone and buprenorphine maintenance therapy among people who inject drugs in Malaysia",Attice FL,Yale University,USA,,,Public health,md (postgraduate),5,2,1,1,1,Journal of Substance Abuse Treatment,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",mixed,prevalence,Cohort,2010,2010,3,,Community,(A) General and unspecified,(Z) Social problems,Subjective- self-report,,No intervention
922,Vijayakumaran RK,2018,Influences of nutrition information on fast food consumption among undergraduates,Vijayakumaran RK,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),2,1,0,0,1,Food Research,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,,,1,,University/college/teaching centre,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,,No intervention
923,Vijayan R,2018,Tramadol: a valuable treatment for pain in Southeast Asian countries,Vijayan R,UMMC,Malaysia,,,Other biomedicals,"master (non-mmed) eg. mrcp, etc.",15,15,13,13,1,Journal of pain research,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,2016,2016,7,,Community,(A) General and unspecified,(A) General and unspecified,Subjective- self-report,,No intervention
924,Viji Ramasamy,2018,The hazards of impacted alkaline battery in the nose,Viji Ramasamy,Universiti Sains Malaysia,MALAYSIA,,,ENT,master (mmed),2,1,,0,1,Journal of Family Medicine and Primary Care,international - out of asia,General- multidiscplinary,1,case report/series,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,1,clinic,,(R) Respiratory,NA,Subjective- other's report,,No intervention
925,Visvanathan R,2005,The nutritional status of 1081 elderly people residing in publicly funded shelter homes in Peninsular Malaysia,Visvanathan R,Royal Adelaide Hospital,Australia,,,Internal Medicine,phd (clinician),4,3,3,2,1,European journal of clinical nutrition,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2002,2002,9,,Community,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,,No intervention
926,Voon K,2015,Pteropine orthoreovirus infection among out-patients with acute upper respiratory tract infection in Malaysia,Voon K,International Medical University,Malaysia,,,Other biomedicals,phd (non-clinician),8,5,2,2,1,Journal of medical virology,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic test,Cohort,2012,2012,1,,Clinic,(R) Respiratory,(A) General and unspecified,,Objective- non-operator-dependence eg. lab analyser,"Device, Tool or App"
927,W Arfah Nadiah WAJ,2012,"Knowledge, attitudes and practices on influenza a (H1N1) among Kelantanese schoolchildren",W Arfah Nadiah WAJ,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),7,1,0,0,1,The Southeast Asian journal of tropical medicine and public health,regional - within asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,2010,2010,2,,University/college/teaching centre,(A) General and unspecified,(R) Respiratory,Subjective- self-report,,No intervention
928,W Hazmy CH,2006,Functional outcome after major lower extremity amputation: a survey on lower extremity amputees,W Hazmy CH,Hospital Seremban,Malaysia,,,Orthopaedic,master (mmed),4,1,0,0,1,The Medical journal of Malaysia,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prognostic,Cross-sectional,not stated,not stated,1,,Community,(L) Musculoskeletal,(A) General and unspecified,Subjective- self-report,,No intervention
929,W Putri Elena WD,2018,"Nutrient Intakes Status and Physical Inactivity among Overweight and Obese School Children in Kota Bharu, Kelantan, Malaysia",W Putri Elena WD,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,"master (non-mmed) eg. mrcp, etc.",3,1,0,0,1,Iranian journal of public health,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,2015,2016,20,,Community,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
930,W Putri Elena WD,2017,"Nutrition knowledge, attitude and practices (NKAP) and health-related quality of life (HRQOL) status among overweight and obese children: an analysis of baseline data from the interactive multimedia-based nutrition education package(IMNEP) study",Hafzan Y,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),3,1,0,0,1,Malaysian Journal of Nutrition,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,RCT - Randomized controlled trial,not stated,not stated,14,,University/college/teaching centre,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,Objective- operator dependence,No intervention
931,W Putri Elena WD,2014,Outcomes on psycholosocial factors and nutrition-related quality of life: evaluation of a 10-week nutrition education intervention in university students,Lua PL,UniSZA,Malaysia,,,Pharmacy,phd (non-clinician),3,1,0,0,1,ASEAN Journal of Psychiatry,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2011,2012,4,,University/college/teaching centre,"(T) Endocrine, metabolic and nutritional",(P) Psychological,Subjective- self-report,,Psychological or behavioral
932,W Rozita WM,2005,"Factors related to alcohol drinking among the adolescents in federal territory, Kuala Lumpur",W Rozita WM,IMR,Malaysia,,,Public health,phd (non-clinician),4,1,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,not stated,not stated,27,,University/college/teaching centre,(A) General and unspecified,(A) General and unspecified,Subjective- self-report,,No intervention
933,W Salwina WI,2010,The association between the attention deficit hyperactivity disorder(ADHD) symptoms and bully/victim problem among malaysian sixth-graders,W Salwina WI,Universiti Kebangsaan Malaysia,Malaysia,,,Psychiatry,master (mmed),6,2,0,0,1,ASEAN Journal of Psychiatry,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,7,,University/college/teaching centre,(P) Psychological,(A) General and unspecified,Subjective- self-report,,No intervention
934,W Salwina WI,2014,Why do young adolescents bully? Experience in Malaysian schools,W Salwina WI,Universiti Kebangsaan Malaysia,Malaysia,,,Psychiatry,master (mmed),5,1,0,0,2,Comprehensive psychiatry,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,7,,University/college/teaching centre,(P) Psychological,(A) General and unspecified,Subjective- self-report,,No intervention
935,W Salwina WI,2013,"Attention deficit hyperactivity disorder symptoms reporting in Malaysian adolescents: do adolescents, parents and teachers agree with each other?",W Salwina WI,Universiti Kebangsaan Malaysia,Malaysia,,,Psychiatry,master (mmed),5,1,0,0,1,Asian journal of psychiatry,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,7,,University/college/teaching centre,(P) Psychological,(A) General and unspecified,Subjective- self-report,,No intervention
